ConstituentID,FirstName,DisplayName,ArtistBio,Nationality,Region,Continent,Gender
1,Robert,Robert Arneson,"American, 1930–1992",American,North America,Americas,Male
2,Doroteo,Doroteo Arnaiz,"Spanish, born 1936",Spanish,Southern Europe,Europe,Male
3,Bill,Bill Arnold,"American, born 1941",American,North America,Americas,Male
4,Charles,Charles Arnoldi,"American, born 1946",American,North America,Americas,Male
5,Per,Per Arnoldi,"Danish, born 1941",Danish,Northern Europe,Europe,Male
6,Danilo,Danilo Aroldi,"Italian, born 1925",Italian,Southern Europe,Europe,Male
7,Bill,Bill Aron,"American, born 1941",American,North America,Americas,Male
9,David,David Aronson,"American, born Lithuania 1923",American,North America,Americas,Male
10,Irene,Irene Aronson,"American, born Germany 1918",American,North America,Americas,Female
11,Jean,Jean (Hans) Arp,"French, born Germany (Alsace). 1886–1966",French,Western Europe,Europe,Male
12,Jüri,Jüri Arrak,"Estonian, born 1936",Estonian,Western Asia,Asia,Male
13,J.,J. Arrelano Fischer,"Mexican, 1911–1995",Mexican,Central America,Americas,Male
15,Folke,Folke Arstrom,"Swedish, 1907–1997",Swedish,Nothern Europe,Europe,Male
16,Cristobal,Cristobal Arteche,"Spanish, 1900–1964",Spanish,Southern Europe,Europe,Male
18,Artko,Artko,,,,,
19,Richard,Richard Artschwager,"American, 1923–2013",American,North America,Americas,Male
21,Ruth,Ruth Asawa,"American, 1926–2013",American,North America,Americas,Female
22,Isidora,Isidora Aschheim,Israeli,Israeli,Western Asia,Asia,Female
23,Charles,Charles Robert Ashbee,"British, 1863–1942",British,Nothern Europe,Europe,Male
24,Donald,Donald Ashcraft,"American, born 1927",American,North America,Americas,Male
25,E.,E. M. Ashe,"American, 1867–1941",American,North America,Americas,Male
26,Göran,Göran Åslin,"Swedish, born 1940",Swedish,Nothern Europe,Europe,
27,Erik,Erik Gunnar Asplund,"Swedish, 1885–1940",Swedish,Nothern Europe,Europe,Male
28,Geneviève,Geneviève Asse,"French, born 1923",French,Western Europe,Europe,Female
30,Sergio,Sergio Asti,"Italian, born 1926",Italian,Southern Europe,Europe,Male
31,Dana,Dana Atchley,"American, 1941–2000",American,North America,Americas,Female
32,Atelier,Atelier Eggers,French,French,Western Europe,Europe,
33,A.A.P.,A.A.P.,American,American,North America,Americas,
34,Alvar,Alvar Aalto,"Finnish, 1898–1976",Finnish,Nothern Europe,Europe,Male
35,Aino,Aino Aalto,"Finnish, 1894–1949",Finnish,Nothern Europe,Europe,Female
36,Eero,Eero Aarnio,"Finnish, born 1932",Finnish,Nothern Europe,Europe,Male
37,Jules,Jules Aarons,"American, 1921–2008",American,North America,Americas,Male
38,Magdalena,Magdalena Abakanowicz,"Polish, 1930–2017",Polish,Eastern Europe,Europe,Female
39,James,James Abbe,"American, 1883–1973",American,North America,Americas,Male
40,Jussuf,Jussuf Abbo,"Palestinian, 1888–1953",Palestinian,Western Asia,Asia,Male
41,Berenice,Berenice Abbott,"American, 1898–1991",American,North America,Americas,Female
42,Nobuya,Nobuya Abe,"Japanese, 1913–1971",Japanese,Eastern Asia,Asia,Male
43,Abe,Abe Shiro (pen Name: Suichiku),"Japanese, born 1900",Japanese,Eastern Asia,Asia,Male
44,Robert,Robert Abel,"American, born 1937",American,North America,Americas,Male
46,Sigmund,Sigmund Abeles,"American, born 1934",American,North America,Americas,Male
47,Raimund,Raimund Abraham,"American, born Austria. 1933–2010",American,North America,Americas,Male
49,Ivor,Ivor Abrahams,"British, born 1935",British,Nothern Europe,Europe,Male
50,Gerald,Gerald Abramovitz,"British, born South Africa. 1928–2011",British,Nothern Europe,Europe,Male
51,William,William Ross Abrams,"American, 1920–2007",American,North America,Americas,Male
52,Rodolfo,Rodolfo Abularach,"Guatemalan, born 1933",Guatemalan,Central America,Americas,Male
53,Vito,Vito Acconci,"American, 1940–2017",American,North America,Americas,Male
54,Milton,Milton Ackoff,"American, born 1915",American,North America,Americas,Male
55,Norman,Norman Ackroyd,British,British,Nothern Europe,Europe,Male
56,Luis,Luis Alberto Acuña,"Colombian, 1904–1994",Colombian,South America,Americas,Male
57,Henri,Henri Georges Adam,"French, 1904–1967",French,Western Europe,Europe,Male
58,Antoine,Antoine Samuel Adam-Salomon,"French, 1818–1881",French,Western Europe,Europe,Male
59,Valerio,Valerio Adami,"Italian, born 1935",Italian,Southern Europe,Europe,Male
60,Ansel,Ansel Adams,"American, 1902–1984",American,North America,Americas,Male
61,Alice,Alice Adams,"American, born 1930",American,North America,Americas,Female
62,Clinton,Clinton Adams,"American, 1918–2002",American,North America,Americas,Male
63,Dacres,Dacres Adams,"British, 1864–1951",British,Nothern Europe,Europe,Male
64,Dennis,Dennis Adams,"American, born 1948",American,North America,Americas,Male
65,Kenneth,Kenneth M. Adams,"American, 1897–1966",American,North America,Americas,Male
66,Robert,Robert Adams,"American, born 1937",American,North America,Americas,Male
67,Shelby,Shelby Lee Adams,"American, born 1950",American,North America,Americas,Female
68,Charles,Charles Addams,"American, 1912–1988",American,North America,Americas,Male
69,Allan,Allan Adler,"American, 1916–2002",American,North America,Americas,Male
70,Jankel,Jankel Adler,"Polish, 1895–1949",Polish,Eastern Europe,Europe,Male
71,Virginia,Virginia Admiral,"American, 1915–2000",American,North America,Americas,Female
72,Pic,Pic Adrian,"Romanian, born 1910",Romanian,Eastern Europe,Europe,Male
74,Roy,Roy Adzak,"British, 1927–1987",British,Nothern Europe,Europe,Male
76,Nicholas,Nicholas Africano,"American, born 1948",American,North America,Americas,Male
77,Afro,Afro (Afro Basaldella),"Italian, 1912–1976",Italian,Southern Europe,Europe,Male
78,Aftograf,Aftograf,Russian,Russian,Eastern Europe,Europe,
79,Agam,Agam (Yaacov Agam),"Israeli, born 1928",Israeli,Western Asia,Asia,Male
80,Mehemed,Mehemed Fehmy Agha,"American, born Russia. 1896–1978",American,North America,Americas,Male
81,Kathleen,Kathleen Agnoli,"American, born 1945",American,North America,Americas,Female
82,Peter,Peter Agostini,"American, 1913–1993",American,North America,Americas,Male
83,Olympe,Olympe Aguado de las Marismas,"French, 1827–1894",French,Western Europe,Europe,Male
84,Dongkuk,Dongkuk S. Ahn,"American, 1937–2013",American,North America,Americas,Male
85,Aarne,Aarne Aho,"Finnish, 1904–1978",Finnish,Nothern Europe,Europe,Male
86,Otl,Otl Aicher (also known as Otto Aicher),"German, 1922–1991",German,Western Europe,Europe,Male
87,Lucien,Lucien Aigner,"American, born Hungary. 1901–1999",American,North America,Americas,Male
88,Gregory,Gregory Ain,"American, 1908–1988",American,North America,Americas,Male
89,Edgar,Edgar Ainsworth,"British, 1906–1975",British,Nothern Europe,Europe,Male
91,Roberto,Roberto Aizenberg,"Argentine, 1928–1996",Argentine,South America,Americas,Male
92,Kinji,Kinji Akagawa,"Japanese, born 1940",Japanese,Eastern Asia,Asia,Male
93,Ryoji,Ryoji Akiyama,"Japanese, born 1942",Japanese,Eastern Asia,Asia,Male
94,Munira,Munira Al-Kazi,"Kuwaiti, born 1939",Kuwaiti,Western Asia,Asia,Female
95,Alastair,Alastair (Hans H. Voight),"German, 1887–1969",German,Western Europe,Europe,Male
96,Anni,Anni Albers,"American, born Germany. 1899–1994",American,North America,Americas,Female
97,Josef,Josef Albers,"American, born Germany. 1888–1976",American,North America,Americas,Male
98,Beatrice,Beatrice Albert,American,American,North America,Americas,Female
99,Joan,Joan Albert,"American, 1943–2012",American,North America,Americas,Female
100,Ivan,Ivan LeLorraine Albright,"American, 1897–1983",American,North America,Americas,Male
101,Album-miscellaneous,Album-miscellaneous,Various,,,,
103,Albert,Albert Alcalay,"American, 1917–2008",American,North America,Americas,Male
104,L.,L. (Alfred Lewin Copley) Alcopley,"American, born Germany. 1910–1992",American,North America,Americas,Male
105,A.,A. Alcorn,American,American,North America,Americas,
106,Alan,Alan Aldridge,"British, born 1943",British,Nothern Europe,Europe,Male
107,Pierre,Pierre Alechinsky,"Belgian, born 1927",Belgian,Western Europe,Europe,Male
108,Peter,Peter Alexander,"American, 1939-2020",American,North America,Americas,Male
111,Carlo,Carlo Alfano,Italian,Italian,Southern Europe,Europe,Male
112,José,José R. Alicea,"American, born Puerto Rico 1928",American,North America,Americas,Male
113,Leopoldo,Leopoldo and Guiseppe Alinari,Italian,Italian,Southern Europe,Europe,
114,James,James Alinder,"American, born 1941",American,North America,Americas,Male
115,Yves,Yves Alix,"French, 1890–1969",French,Western Europe,Europe,Male
116,Wobbe,Wobbe Alkema,"Dutch, 1900–1984",Dutch,Western Europe,Europe,Male
117,William,William Allan,"American, born 1936",American,North America,Americas,Male
118,Alexander,Alexander Alland,"American, born Russia. 1902–1989",American,North America,Americas,Male
119,Harry,Harry Allen,"American, born 1964",American,North America,Americas,Male
120,Terry,Terry Allen,"American, born 1943",American,North America,Americas,Male
121,Adrian,Adrian Allinson,"British, 1890–1959",British,Nothern Europe,Europe,Male
123,Carlos,Carlos Alonso,"Argentine, born 1929",Argentine,South America,Americas,Male
124,Glen,Glen Alps,"American, 1914–1996",American,North America,Americas,Male
126,Henry,Henry Altchek,"American, born 1943",American,North America,Americas,Male
127,Gerhard,Gerhard Altenbourg,"German, 1926–1989",German,Western Europe,Europe,Male
128,Hobie,Hobie Alter,"American, born 1933",American,North America,Americas,Male
129,Harold,Harold Altman,"American, 1924–2003",American,North America,Americas,Male
131,Giacchino,Giacchino Altobelli,"Italian, born 1814",Italian,Southern Europe,Europe,Male
132,John,John Altoon,"American, 1925–1969",American,North America,Americas,Male
135,Manuel,Manuel Álvarez Bravo,"Mexican, 1902–2002",Mexican,Central America,Americas,Male
136,Dag,Dag Alveng,"Norwegian, born 1953",Norwegian,Nothern Europe,Europe,Male
137,Getulio,Getulio Alviani,"Italian, born 1939",Italian,Southern Europe,Europe,Male
138,Edmond-François,Edmond-François Aman Jean,"French, 1858–1936",French,Western Europe,Europe,Male
139,Kunihiro,Kunihiro Amano,Japanese,Japanese,Eastern Asia,Asia,Male
140,Jim,Jim Amaral,"American, born 1933",American,North America,Americas,Male
141,Emilio,Emilio Ambasz,"Argentine, born 1943",Argentine,South America,Americas,Male
142,M.,M. Ameen,Nationality unknown,Nationality unknown,,,
143,Irving,Irving Amen,"American, 1918–2011",American,North America,Americas,Male
144,Woody,Woody van Amen,"Dutch, born 1936",Dutch,Western Europe,Europe,Male
145,Gregory,Gregory Amenoff,"American, born 1948",American,North America,Americas,Male
148,Florencia,Florencia de Amesti,"Chilean, 1925–2006",Chilean,South America,Americas,Female
149,Cuno,Cuno Amiet,"Swiss, 1868–1961",Swiss,Western Europe,Europe,Male
150,Francisco,Francisco Amighetti Ruiz,"Costa Rican, 1907–1998",Costa Rican,Central America,Americas,Male
152,Ralph,Ralph Ammirati,American,American,North America,Americas,Male
153,Emma,Emma Amos,"American, 1937–2020",American,North America,Americas,Female
154,Mauricio,Mauricio Amster Cats,"Chilean, born Lvov, 1907–1980",Chilean,South America,Americas,Male
155,William,William Anastasi,"American, born 1933",American,North America,Americas,Male
157,Stephen,Stephen Ancona,"American, born 1932",American,North America,Americas,Male
158,Jiþi,Jiþi Anderle,"Czech, born 1936",Czech,Eastern Europe,Europe,Male
159,Gunnar,Gunnar Aagaard Andersen,"Danish, 1919–1982",Danish,Northern Europe,Europe,Male
160,Karin,Karin Schou Andersen,"Danish, born 1953",Danish,Northern Europe,Europe,Female
161,Clarence,Clarence William Anderson,"American, 1891–1971",American,North America,Americas,Male
162,Carl,Carl Anderson,"American, 1903–1989",American,North America,Americas,Male
163,Dennis,Dennis Anderson,"American, born 1948",American,North America,Americas,Male
164,Jeremy,Jeremy Anderson,"American, 1921–1982",American,North America,Americas,Male
165,James,James Anderson,"British, 1813–1877",British,Nothern Europe,Europe,Male
166,Jerry,Jerry Anderson,"American, born 1938",American,North America,Americas,Male
167,John,John Anderson,"British, born 1928",British,Nothern Europe,Europe,Male
168,Neil,Neil Anderson,"American, born 1933",American,North America,Americas,Male
169,Paul,Paul L. Anderson,"American, 1880–1956",American,North America,Americas,Male
170,Monika,Monika Andersson,"Swedish, born 1957",Swedish,Nothern Europe,Europe,Female
172,Joe,Joe Andoe,"American, born 1955",American,North America,Americas,Male
173,Farnese,Farnese de Andrade-Neto,"Brazilian, 1926–1996",Brazilian,Southern Europe,Europe,Male
174,Carl,Carl Andre,"American, born 1935",American,North America,Americas,Male
175,Pat,Pat Andrea,"Dutch, born 1942",Dutch,Western Europe,Europe,Male
176,A.,A. Andreas,French,French,Western Europe,Europe,
177,Henning,Henning Andreasen,"Danish, born 1923",Danish,Northern Europe,Europe,Male
178,Laura,Laura Andreson,"American, 1902–1999",American,North America,Americas,Female
179,Mariano,Mariano Andreù,"Spanish, 1888–1976",Spanish,Southern Europe,Europe,Male
180,Benny,Benny Andrews,"American, 1930–2006",American,North America,Americas,Male
181,Emmy,Emmy Andriesse,"Dutch, 1914–1953",Dutch,Western Europe,Europe,Female
182,Claudia,Claudia Andujar,"Brazilian, born Switzerland 1931",American,North America,Americas,Female
183,Manuel,Manuel Angeles Ortiz,"Spanish, 1896–1984",Spanish,Southern Europe,Europe,Male
184,Ludwig,Ludwig Angerer,"Austrian, 1827–1879",Austrian,Western Europe,Europe,Male
185,Bruce,Bruce Angrave,British,British,Nothern Europe,Europe,Male
186,Raúl,Raúl Anguiano,"Mexican, 1915–2006",Mexican,Central America,Americas,Male
188,Sibyl,Sibyl Anikeef,"American, 1896–1996",American,North America,Americas,Female
189,James,James Craig Annan,"British, 1864–1946",British,Nothern Europe,Europe,Male
190,Thomas,Thomas Annan,"British, 1829–1887",British,Nothern Europe,Europe,Male
193,David,David Annesley,"British, born 1936",British,Nothern Europe,Europe,Male
194,Horst,Horst Antes,"German, born 1936",German,Western Europe,Europe,Male
195,William,William Anthony,"American, born 1934",American,North America,Americas,Male
196,Stephen,Stephen Antonakos,"American, 1926–2013",American,North America,Americas,Male
198,Garo,Garo Antreasian,"American, born 1922",American,North America,Americas,Male
199,Nemesio,Nemesio Antúnez,"Chilean, 1918–1993",Chilean,South America,Americas,Male
200,Richard,Richard Anuszkiewicz,"American, 1930-2020",American,North America,Americas,Male
201,Aoki,Aoki Toshio,,,,,
202,Carl,Carl Apfelschnitt,"American, born 1948",American,North America,Americas,Male
203,Karel,Karel Appel,"Dutch, 1921–2006",Dutch,Western Europe,Europe,Male
204,Leon,Leon Appelbaum,American,American,North America,Americas,Male
205,Ida,Ida Applebroog,"American, born 1929",American,North America,Americas,Female
207,Shusaku,Shusaku Arakawa,"American, born Japan. 1936–2010",American,North America,Americas,Male
208,Diane,Diane Arbus,"American, 1923–1971",American,North America,Americas,Female
209,Aleksandr,Aleksandr Archipenko,"American, born Ukraine. 1887–1964",American,North America,Americas,Male
211,Mordecai,Mordecai Ardon,"Israeli, born Poland. 1896–1992",Israeli,Western Asia,Asia,Male
212,Luis,Luis Arenal,"Mexican, 1909–1985",Mexican,Central America,Americas,Male
214,Egmont,Egmont Arens,"American, 1888–1966",American,North America,Americas,Male
215,Tamotsu,Tamotsu Arikawa,Japanese,Japanese,Eastern Asia,Asia,Male
216,Avigdor,Avigdor Arikha,"Romanian, 1929–2010",Romanian,Eastern Europe,Europe,Male
217,Gonzalo,Gonzalo Ariza,"Colombian, 1912–1995",Colombian,South America,Americas,Male
218,Alda,Alda Maria Armagni,Argentine,Argentine,South America,Americas,Female
219,Siah,Siah Armajani,"American, born Iran. 1939–2020",American,North America,Americas,Male
220,Arman,Arman,"American, born France. 1928–2005",American,North America,Americas,Male
221,Armando,Armando,"Dutch, born 1929",Dutch,Western Europe,Europe,Male
222,F.,F. Armbruster,Nationality unknown,Nationality unknown,,,
224,Kenneth,Kenneth Armitage,"British, 1916–2002",British,Nothern Europe,Europe,Male
225,John,John Taylor Arms,"American, 1887–1953",American,North America,Americas,Male
226,John,John Armstrong,"British, 1893–1973",British,Nothern Europe,Europe,Male
227,François,François Arnal,"French, 1924–2012",French,Western Europe,Europe,Male
228,Arndt,Arndt,"German, 1898–1976",German,Western Europe,Europe,
229,Eugène,Eugène Atget,"French, 1857–1927",French,Western Europe,Europe,Male
230,John,John Atherton,"American, 1900–1952",American,North America,Americas,Male
231,Anna,Anna Atkins,"British, 1799–1871",British,Nothern Europe,Europe,Female
232,Conrad,Conrad Atkinson,"British, born 1940",British,Nothern Europe,Europe,Male
233,Lawrence,Lawrence Atkinson,"British, 1873–1931",British,Nothern Europe,Europe,Male
234,Terry,Terry Atkinson,"British, born 1939",British,Nothern Europe,Europe,Male
235,Jean-Michel,Jean-Michel Atlan,"French, born Algeria. 1913–1960",French,Western Europe,Europe,Male
236,Dotty,Dotty Attie,"American, born 1938",American,North America,Americas,Female
238,Carl,Carl Auböck,"Austrian, 1924–1993",Austrian,Western Europe,Europe,Male
239,Charles,Charles Aubry,"French, 1811–1877",French,Western Europe,Europe,Male
240,Frank,Frank Auerbach,"British, born Germany 1931. To England 1939.",British,Nothern Europe,Europe,Male
241,Gae,Gae Aulenti,"Italian, 1930–2012",Italian,Southern Europe,Europe,Female
242,Keith,Keith James Aulik,Nationality unknown,Nationality unknown,,,Male
243,George,George Ault,"American, 1891–1948",American,North America,Americas,Male
245,Irving,Irving Austin,American,American,North America,Americas,Male
246,Mario,Mario Avati,"Italian, 1921–2009",Italian,Southern Europe,Europe,Male
247,Edward,Edward Avedisian,"American, 1936–2007",American,North America,Americas,Male
248,Richard,Richard Avedon,"American, 1923–2004",American,North America,Americas,Male
249,Frances,Frances Avery,"American, born Canada. 1910–2006",American,North America,Americas,Female
250,Milton,Milton Avery,"American, 1885–1965",American,North America,Americas,Male
251,David,David Avison,American,American,North America,Americas,Male
252,Mordechai,Mordechai Avniel,Israeli,Israeli,Western Asia,Asia,Male
254,Kiyoshi,Kiyoshi Awazu,"Japanese, 1929–2009",Japanese,Eastern Asia,Asia,Male
255,Ay-O,Ay-O,"Japanese, born 1931",Japanese,Eastern Asia,Asia,Male
256,Alice,Alice Aycock,"American, born 1946",American,North America,Americas,Female
257,Pierre,Pierre Ayot,"Canadian, 1943–1995",Canadian,North America,Americas,Male
258,Michael,Michael Ayrton,"British, 1921–1975",British,Nothern Europe,Europe,Male
259,Luis,Luis Cruz Azaceta,"American, born 1942",American,North America,Americas,Male
260,Umetaro,Umetaro Azechi,"Japanese, 1902–1999",Japanese,Eastern Asia,Asia,Male
261,Kengiro,Kengiro Azuma,"Japanese, born 1926",Japanese,Eastern Asia,Asia,Male
262,Johannes,Johannes Baader,"German, 1875–1955",German,Western Europe,Europe,Male
263,Johannes,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),"German, 1892–1927",German,Western Europe,Europe,Male
264,Kurt,Kurt W. Baasch,"American, born Venezuela. 1891–1964",American,North America,Americas,Male
265,Alice,Alice Baber,"American, 1928–1982",American,North America,Americas,Female
266,Bacard,Bacard Fils,French,French,Western Europe,Europe,Male
268,Edmondo,Edmondo Bacci,"Italian, 1913–1978",Italian,Southern Europe,Europe,Male
269,Elvira,Elvira Bach,"German, born 1951",German,Western Europe,Europe,Female
270,Olof,Olof Backman,"Swedish, born 1899",Swedish,Nothern Europe,Europe,Male
271,Olof,Olof Backstrom,"Finnish, born 1922",Finnish,Nothern Europe,Europe,Male
272,Francis,Francis Bacon,"British, born Ireland. 1909–1992",British,Nothern Europe,Europe,Male
273,Peggy,Peggy Bacon,"American, 1895–1987",American,North America,Americas,Female
275,Karl,Karl Baden,"American, born 1952",American,North America,Americas,Male
276,Mowry,Mowry Thatcher Baden,"American, born 1936",American,North America,Americas,Male
277,Aquiles,Aquiles Badi,"Argentine, 1894–1976",Argentine,South America,Americas,Male
278,Libero,Libero Badii,"Argentine, 1916–2001",Argentine,South America,Americas,Male
279,Frank,Frank Badur,"German, born 1944",German,Western Europe,Europe,Male
280,Donald,Donald Baechler,"American, born 1956",American,North America,Americas,Male
281,Jo,Jo Baer,"American, born 1929",American,North America,Americas,Female
282,Martin,Martin Baer,"American, 1894–1961",American,North America,Americas,Male
283,Olle,Olle Baertling,"Swedish, 1911–1981",Swedish,Nothern Europe,Europe,Male
284,Myrna,Myrna Báez,"American, born Puerto Rico 1931",American,North America,Americas,Female
285,John,John Bageris,"American, 1924–2000",American,North America,Americas,Male
286,Heinz,Heinz Bahr,"German, born 1934",German,Western Europe,Europe,Male
287,Malcolm,Malcolm Bailey,"American, 1947–2011",American,North America,Americas,Male
288,Oscar,Oscar Bailey,"American, 1925–2010",American,North America,Americas,Male
289,William,William Bailey,"American, 1930–2020",American,North America,Americas,Male
290,Larry,Larry Bair,"American, 1952–1990",American,North America,Americas,Male
291,Eugenie,Eugenie Baizerman,"American, born Poland. 1899–1949",American,North America,Americas,Female
292,Enrico,Enrico Baj,"Italian, 1924–2003",Italian,Southern Europe,Europe,Male
294,Carl,Carl Baker,American,American,North America,Americas,Male
296,Mikal,Mikal Baker,"American, born 1946",American,North America,Americas,Male
298,Vagrich,Vagrich Bakhchanyan,"Russian, 1938–2009",Russian,Eastern Europe,Europe,Male
299,Gerhard,Gerhard H. Bakker,"American, born Germany. 1906-1988",American,North America,Americas,Male
300,Léon,Léon Bakst,"Russian, 1866–1924",Russian,Eastern Europe,Europe,Male
301,Gerard,Gerard Baksteen,"Dutch, 1887–1976",Dutch,Western Europe,Europe,Male
302,Amèrico,Amèrico Balán,"Argentine, 1915–1986",Argentine,South America,Americas,Male
303,Jirí,Jirí Balcar,"Czech, 1929–1968",Czech,Eastern Europe,Europe,Male
304,John,John Baldessari,"American, 1931-2020",American,North America,Americas,Male
305,George,George Baldessin,"Australian, 1939–1978",Australian,Australia and New Zealand,Oceania,Male
307,C.,C. Leroy Baldridge,"American, 1889–1975",American,North America,Americas,Male
308,Édouard-Denis,Édouard-Denis Baldus,"French, 1813–1882",French,Western Europe,Europe,Male
309,Benjamin,Benjamin Baldwin,"American, 1913–1993",American,North America,Americas,Male
310,Joost,Joost Baljeu,"Dutch, 1925–1991",Dutch,Western Europe,Europe,Male
311,Giacomo,Giacomo Balla,"Italian, 1871–1958",Italian,Southern Europe,Europe,Male
313,R.,R. Maxil Ballinger,"American, 1914–1958",American,North America,Americas,Male
314,Theo,Theo H. Ballmer,"Swiss, 1902–1965",Swiss,Western Europe,Europe,Male
315,Alexander,Alexander Bally,"American, born 1938",American,North America,Americas,Male
316,John,John F. Balossi,"American, 1931–2007",American,North America,Americas,Male
317,Balthus,Balthus (Baltusz Klossowski de Rola),"French, 1908–2001",French,Western Europe,Europe,Male
318,Lewis,Lewis Baltz,"American, 1945–2014",American,North America,Americas,Male
319,Thomas,Thomas Bamberger,"American, born 1948",American,North America,Americas,Male
320,McDonald,McDonald (Mackey Jeffries) Bane,"American, born 1928",American,North America,Americas,Female
321,Colette,Colette Bangert,"American, born 1934",American,North America,Americas,Female
322,Walter,Walter Darby Bannard,"American, 1934–2016",American,North America,Americas,Male
323,John,John Banting,"British, 1902–1972",British,Nothern Europe,Europe,Male
324,Rudolf,Rudolf Baranik,"American, 1920–1998",American,North America,Americas,Male
325,Vladimir,Vladimir Baranoff-Rossiné,"Ukrainian, 1888–1944",Ukrainian,Eastern Europe,Europe,Male
327,Anthony,Anthony Barboza,"American, born 1944",American,North America,Americas,Male
329,Miquel,Miquel Barcelo,"Spanish, born 1957",Spanish,Southern Europe,Europe,Male
330,Peter,Peter Bardazzi,"American, born 1943",American,North America,Americas,Male
331,Jules-Jean-Antoine,Jules-Jean-Antoine Baric,"French, 1825–1905",French,Western Europe,Europe,Male
332,Richard,Richard Baringer,"American, 1921–1980",American,North America,Americas,Male
333,George,George Barker,"Australian, born 1942",Australian,Australia and New Zealand,Oceania,Male
334,Walter,Walter William Barker,"American, born Germany. 1921–2004",American,North America,Americas,Male
335,Ernst,Ernst Barlach,"German, 1870–1938",German,Western Europe,Europe,Male
336,George,George Barnard,"American, 1819–1902",American,North America,Americas,Male
337,Cyril,Cyril H. Barnes,American,American,North America,Americas,Male
338,Matthew,Matthew Rackham Barnes,"American, born Scotland.1880–1951",American,North America,Americas,Male
339,Robert,Robert Barnes,"American, born 1934",American,North America,Americas,Male
342,Will,Will Barnet,"American, 1911–2012",American,North America,Americas,Male
343,Tina,Tina Barney,"American, born 1945",American,North America,Americas,Female
344,Hannelore,Hannelore Baron,"American, 1926–1987",American,North America,Americas,Female
345,Martin,Martin Barooshian,"American, born 1929",American,North America,Americas,Male
347,Steve,Steve Barraclough,British,British,Nothern Europe,Europe,Male
348,Maurice,Maurice Barraud,"Swiss, 1889–1955",Swiss,Western Europe,Europe,Male
349,Susan,Susan Barron,"American, born 1947",American,North America,Americas,Female
350,Thomas,Thomas F. Barrow,"American, born 1938",American,North America,Americas,Male
351,D.,D. F. Barry,"American, 1854–1934",American,North America,Americas,Male
352,Robert,Robert Barry,"American, born 1936",American,North America,Americas,Male
353,Robert,Robert Bart,"American, born Canada 1923",American,North America,Americas,Male
354,Frances,Frances Barth,"American, born 1946",American,North America,Americas,Female
355,Ruodi,Ruodi Barth,"Swiss, 1921–1999",Swiss,Western Europe,Europe,Male
356,Ralph,"Ralph Bartholomew, Jr.","American, 1907–1985",American,North America,Americas,Male
357,Jennifer,Jennifer Bartlett,"American, born 1941",American,North America,Americas,Female
358,Robert,Robert Bartlett,"British, 1922–1979",British,Nothern Europe,Europe,Male
359,Carlo,Carlo Bartoli,"Italian, born 1931",Italian,Southern Europe,Europe,Male
360,Luigi,Luigi Bartolini,"Italian, 1892–1963",Italian,Southern Europe,Europe,Male
361,Joseph,Joseph Bartscherer,"American, born 1954",American,North America,Americas,Male
362,Gianfranco,Gianfranco Baruchello,"Italian, born 1924",Italian,Southern Europe,Europe,Male
363,Héctor,Héctor Basaldua,"Argentine, 1895–1976",Argentine,South America,Americas,Male
364,Bernard,Bernard Baschet,"French, 1917–2015",French,Western Europe,Europe,Male
365,François,François Baschet,"French, 1920–2014",French,Western Europe,Europe,Male
366,Georg,Georg Baselitz,"German, born 1938",German,Western Europe,Europe,Male
368,Mati,Mati Basis,"Israeli, born 1933",Israeli,Western Asia,Asia,Male
369,Leonard,Leonard Baskin,"American, 1922–2000",American,North America,Americas,Male
370,Jean-Michel,Jean-Michel Basquiat,"American, 1960–1988",American,North America,Americas,Male
371,Joel,Joel Bass,"American, born 1943",American,North America,Americas,Male
372,Saul,Saul Bass,"American, 1920–1996",American,North America,Americas,Male
373,Giampiero,Giampiero Bassi,"Italian, born 1926",Italian,Southern Europe,Europe,
374,Miriam,Miriam Bat-Yosef,"German, born 1931",German,Western Europe,Europe,Female
375,Georges,Georges Bataille,"French, 1897–1962",French,Western Europe,Europe,Male
377,Josef,Josef Bato,"Hungarian, 1888–1966",Hungarian,Eastern Europe,Europe,Male
378,John,John Battan,"American, 1943–1976",American,North America,Americas,Male
379,Wall,Wall Batterton,"British, born 1932",British,Nothern Europe,Europe,Male
380,Dora,Dora M. Batty,"British, 1900–1966",British,Nothern Europe,Europe,Female
381,Eugen,Eugen Batz,"German, 1905–1986; at Bauhaus 1929–31",German,Western Europe,Europe,Male
382,Harry,"Harry W. Batz, Jr.",American,American,North America,Americas,Male
383,André,André Bauchant,"French, 1873–1958",French,Western Europe,Europe,Male
384,Karl,Karl Bauer,"German, 1868–1942",German,Western Europe,Europe,Male
385,Rudolph,Rudolph Bauer,"American, born Poland. 1889–1954",American,North America,Americas,Male
386,Mary,Mary Bauermeister,"American, born 1934",American,North America,Americas,Female
387,Bauhaus,Bauhaus,German,German,Western Europe,Europe,
388,Marilyn,Marilyn Baum,"American, born 1939",American,North America,Americas,Female
390,Hans,Hans Theo Baumann,"German, born Switzerland 1924",German,Western Europe,Europe,Male
391,Otto,Otto Baumberger,"Swiss, 1889–1961",Swiss,Western Europe,Europe,Male
392,Willi,Willi Baumeister,"German, 1889–1955",German,Western Europe,Europe,Male
393,Lothar,Lothar Baumgarten,"German, 1944–2018",German,Western Europe,Europe,Male
