ConstituentID,FirstName,DisplayName,ArtistBio,Nationality,Region,Continent,Gender
12603,Herbert,Herbert Read,"British, 1893–1968",British,Nothern Europe,Europe,Male
12604,André,André Verdet,"French, 1913–2004",French,Western Europe,Europe,Male
12605,Thomas,Thomas Merton,"American, 1915–1968",American,North America,Americas,Male
12606,Morris,Morris Weisenthal,"American, 1918–2009",American,North America,Americas,Male
12607,Harold,Harold Norse,"American, 1916–2009",American,North America,Americas,Male
12608,David,David Lougée,French,French,Western Europe,Europe,Male
12609,T.,T. Weiss,American,American,North America,Americas,
12610,Peter,Peter Viereck,"American, 1916–2006",American,North America,Americas,Male
12611,Theodore,Theodore Roethke,"American, 1908–1963",American,North America,Americas,Male
12612,David,David Ignatow,"American, 1914–1997",American,North America,Americas,Male
12613,William,William Carlos Williams,"American, 1883–1963",American,North America,Americas,Male
12614,Harold,Harold Rosenberg,"American, 1906–1978",American,North America,Americas,Male
12615,Dylan,Dylan Thomas,"British, 1914–1953",British,Nothern Europe,Europe,Male
12616,Richard,Richard Wilbur,"American, 1921–2017",American,North America,Americas,Male
12617,Jacques-Henri,Jacques-Henri Lévesque,French,French,Western Europe,Europe,Male
12639,Iliazd,Iliazd (Il'ia Zdanevich),,,,,Male
12650,Iraklii,Iraklii Gamrekeli,"Georgian, 1894–1943",Georgian,,,Male
12660,Il'ia,Il'ia Zdanevich,"French, born Russia. 1894–1974",French,Western Europe,Europe,Male
12672,Eisen,"Eisen Architects, Boston",,,,,
12673,David,David Eisen,,,,,Male
12704,Natan,Natan Vengrov,,,,,Male
12727,Naum,Naum Granovskii,"Russian, 1898–1971",Russian,Eastern Europe,Europe,Male
12753,Antonin,Antonin Artaud,"French, 1896–1948",French,Western Europe,Europe,Male
12840,Renaissance,"Renaissance Press, Ashuelot, NH",,,,,
12868,Anonymous,Anonymous Authors,,,,,
12907,Paul,Paul Verlaine,"French, 1844–1896",French,Western Europe,Europe,Male
12924,Henri,Henri Floury,,,,,Male
12945,Vladimir,Vladimir Lebedev,"Russian, 1891–1967",Russian,Eastern Europe,Europe,Male
12996,Mikhail,Mikhail Plaksin,,,,,Male
12997,Natal'ia,Natal'ia Nagorskaia,,,,,Female
13003,Khabias,Khabias [pseudonym Of Nina Komarova],,,,,Female
13012,Aleksei,Aleksei Gan,"Russian, 1889–1942",Russian,Eastern Europe,Europe,Male
13020,Peter,Peter Schjeldahl,"American, born 1942",American,North America,Americas,Male
13024,John,John Godfrey,"American, born 1945",American,North America,Americas,Male
13056,Antonina,Antonina Sofronova,"Russian, 1892–1966",Russian,Eastern Europe,Europe,Female
13076,Boris,Boris Zemenkov,"Russian, 1902–1963",Russian,Eastern Europe,Europe,Male
13088,Il'ia,Il'ia Erenburg,,,,,Male
13108,Josef,Josef Eberg,,,,,Male
13113,Grigorii,Grigorii Bershadskii,,,,,Male
13163,Bradbury,Bradbury Thompson,"American, 1911–1995",American,North America,Americas,Male
13206,Graeme,Graeme Murray,,,,,
13207,Edwin,Edwin Morgan,"British, 1920–2010",British,Nothern Europe,Europe,Male
13248,Paul,Paul Valéry,"French, 1871–1945",French,Western Europe,Europe,Male
13311,A.,A. K. Barutchev,"Russian, 1904–1976",Russian,Eastern Europe,Europe,Male
13325,N.,N. Nekrasov,,,,,
13398,Tristan,Tristan Tzara,"French, born Romania. 1896–1963",French,Western Europe,Europe,Male
13422,Columbia,Columbia Records,founded 1888,,,,
13434,Moisei,Moisei Levin,,,,,Male
13470,Ivan,Ivan Kliun,"Russian, 1878–1943",Russian,Eastern Europe,Europe,Male
13482,Nikolai,Nikolai Troshin,"Russian, 1897–1990",Russian,Eastern Europe,Europe,Male
13483,Sergei,Sergei Sen'kin,,,,,Male
13574,William,William S. Burroughs,"American, 1914–1997",American,North America,Americas,Male
13677,Nikolai,Nikolai Kupreianov,Russian,Russian,Eastern Europe,Europe,Male
13678,Aleksei,Aleksei Chicherin,,,,,Male
13705,Boris,Boris Naumov,,,,,Male
13706,Franz,Franz Roh,"German, 1890–1965",German,Western Europe,Europe,Male
13727,Billy,Billy Klüver,"Swedish, 1927–2004",Swedish,Nothern Europe,Europe,Male
13807,Kornelii,Kornelii Zelinskii,,,,,Male
13811,Anton,Anton Lavinskii,"Russian, 1893–1968",Russian,Eastern Europe,Europe,Male
13816,Olga,Olga Deneiko,,,,,Female
13880,Éditions,"Éditions Surréalistes, Paris",,,,,
13929,Russell,Russell Lynes,"American, 1910–1991",American,North America,Americas,Male
14022,Shuzo,Shuzo Takiguchi,"Japanese, 1903–1979",Japanese,Eastern Asia,Asia,Male
14107,Dwan,"Dwan Gallery, New York",,,,,
14137,Ben,Ben Langlands,"British, born 1955",British,Nothern Europe,Europe,Male
14138,Nikki,Nikki Bell,"British, born 1959",British,Nothern Europe,Europe,Female
14161,Iurii,Iurii Degen,,,,,Male
14164,Michael,Michael McClure,"American, born 1932",American,North America,Americas,Male
14185,Aleksei,Aleksei Remizov,"Russian, 1877–1957",,,,Male
14187,W.,W. Baxter,,,,,
14195,Eugène,Eugène Delâtre,"French, 1864–1938",French,Western Europe,Europe,Male
14200,Aleksei,Aleksei Ganin,,,,,Male
14213,Michel,Michel Seuphor,"French, born Belgium. 1901–1999",French,Western Europe,Europe,Male
14265,Guillaume,Guillaume Apollinaire,"French, born Italy. 1880–1918",French,Western Europe,Europe,Male
14286,Maria,Maria Lagorio,,,,,Female
14368,St.,St. Francis of Assisi,"Italian, c. 1181–1226",Italian,Southern Europe,Europe,Male
14384,Nikolai,Nikolai Tikhonov,,,,,Male
14423,Kiki,Kiki (Kiki O. K.) Kogelnik,"Austrian, 1935–1997",Austrian,Western Europe,Europe,Female
14428,Kuzma,Kuzma Petrov-Vodkin,"Russian, 1878–1939",Russian,Eastern Europe,Europe,Male
14450,Librairie,"Librairie de France, Paris",,,,,
14520,"Propyläen-Verlag,","Propyläen-Verlag, Berlin",,,,,
14546,Merle,Merle Armitage,"American, 1893–1975",American,North America,Americas,Male
14558,Anne,Anne Waldman,"American, born 1945",American,North America,Americas,Female
14561,A.,A. Anatolev,,,,,
14602,Sergei,Sergei Chekhonin,,,,,Male
14632,Boris,Boris Grigor'ev,,,,,Male
14651,Auguste,Auguste Clot,,,,,Male
14729,Fritz,Fritz Zeymer,"Austrian, 1886–1940",Austrian,Western Europe,Europe,Male
14744,Hr.,Hr. Dubyns'kii,,,,,
14747,Janice,Janice Guy,"British, born 1953",British,Nothern Europe,Europe,Female
14976,Mikhail,Mikhail Tarkhanov,,,,,Male
15005,Josaku,Josaku Maeda,,,,,
15146,Issacher,Issacher Ber Ryback,,,,,Male
15382,W.,W. Mehl,,,,,
15558,Francis,Francis Carco,"French, born New Caledonia. 1886–1958",French,Western Europe,Europe,Male
15683,Irene,Irene Delano,"American, 1919–1982",American,North America,Americas,Female
15685,Chas,Chas Laborde,"French, born Argentina. 1886–1941",French,Western Europe,Europe,Male
15688,Pierre,Pierre Falké,"French, 1884–1947",French,Western Europe,Europe,Male
16189,Kay,Kay Sage,"American, 1898–1963",American,North America,Americas,Female
16212,Nancy,Nancy Holt,"American, 1938–2014",American,North America,Americas,Female
16292,Philip,Philip L. Goodwin,"American, 1885–1958",American,North America,Americas,Male
16479,Katherine,Katherine S. Dreier,"American, 1877–1952",American,North America,Americas,Female
16605,Coleen,Coleen Fitzgibbon,"American, born 1950",American,North America,Americas,Female
16753,Museum,Museum Folkwang,,,,,
16790,Anton,Anton Giulio Bragaglia,"Italian, 1890–1960",Italian,Southern Europe,Europe,Male
16811,Ueda,Ueda Sōkyū,"Japanese, 1900–1968",Japanese,Eastern Asia,Asia,Male
16943,Valentine,Valentine Dudensing,,,,,Male
17332,Bernhard,Bernhard Leitner,,,,,Male
17416,Shirley,Shirley C. Burden,"American, 1908–1989",American,North America,Americas,Male
17469,Adrian,Adrian Siegel,American,American,North America,Americas,Male
17495,Jon,Jon Hendricks,"American, born 1939",American,North America,Americas,Male
17500,William,William Edmondson,"American, 1874–1951",,,,Male
17509,Pywell,Pywell,,,,,
17572,Rolf,Rolf Petersen,"German, 1900–1990",German,Western Europe,Europe,Male
17697,Wayne,Wayne Miller,"American, 1918–2013",American,North America,Americas,Male
17816,Richard,Richard Benson,"American, 1943–2017",American,North America,Americas,Male
17943,Krissy,Krissy Clegg,,,,,Female
17955,(Siegfried,(Siegfried Klein) Khasaq,,,,,
18094,Robert,Robert Storr,"American, born 1949",American,North America,Americas,Male
18130,Paul,Paul A. McDonough,"American, born 1941",American,North America,Americas,Male
18151,Robert,"Robert F. Sheehan, 3rd","American, 1922–1969",American,North America,Americas,Male
18214,Earle,Earle Brown,"American, 1926–2002",American,North America,Americas,Male
18375,Herbert,Herbert E. Grier,,,,,Male
18376,Kenneth,Kenneth J. Germeshausen,,,,,Male
18539,Hannah,Hannah Wilke,"American, 1940–1993",American,North America,Americas,Female
18543,Bernardo,Bernardo Bertolucci,"Italian, born 1940",Italian,Southern Europe,Europe,Male
18544,Diane,Diane von Furstenberg,"American, born Belgium. 1946",American,North America,Americas,Female
18660,The,The New York Times,"American, founded 1851",American,North America,Americas,
18667,Reuters,Reuters,,,,,
18700,K.,K. H. Hödicke,"German, born 1938",German,Western Europe,Europe,Male
18701,Arthur,Arthur Köpcke,"Danish, born Germany, 1928–1977",German,Western Europe,Europe,Male
18709,3M,3M,"USA, est. 1902",American,North America,Americas,
18838,Karl,Karl Nierendorf,,,,,Male
18844,Ernst,Ernst Caramelle,"Austrian, born 1952",Austrian,Western Europe,Europe,Male
18963,John,John Wilson,"American, 1922–2015",American,North America,Americas,Male
18996,Jürgen,Jürgen Klauke,"German, born 1943",German,Western Europe,Europe,Male
19039,Davi,Davi Det Hompson,,,,,Male
19040,Ann,Ann Fessler,,,,,Female
19041,Charles,Charles Brohawn,,,,,Male
19042,Chris,Chris Mason,,,,,Male
19043,Cliff,Cliff Baldwin,,,,,Male
19053,Jean-Jacques,Jean-Jacques Rullier,,,,,Male
19075,Rudi,Rudi Molacek,"Austrian, born 1948",Austrian,Western Europe,Europe,Male
19163,Michael,Michael Krebber,"German, born 1954",German,Western Europe,Europe,Male
19194,Hans,Hans Danuser,"Swiss, born 1953",Swiss,Western Europe,Europe,Male
19235,Oskar,Oskar Bangemann,,,,,
19238,Tim,Tim Rollins,"American, 1955–2017",American,North America,Americas,Male
19497,Forrest,Forrest Myers,"American, born 1941",American,North America,Americas,Male
19510,Winston,Winston Roeth,"American, born 1945",American,North America,Americas,Male
19529,Felix,Felix Harlan,,,,,Male
19545,Doris,Doris Simmelink,,,,,Female
19561,Sheri,Sheri Martinelli,,,,,Female
19572,Nicole,Nicole Eisenman,"American, born France. 1965",American,North America,Americas,Female
19660,Annette,Annette Rosado,"American, born 1972",American,North America,Americas,Female
19661,José,José Parissi,"American, born 1968",American,North America,Americas,Male
19662,George,George Garces,"American, born 1972",American,North America,Americas,Male
19663,Nelson,Nelson Savinon,,,,,Male
19664,Angel,Angel Abreu,"American, born 1974",American,North America,Americas,Male
19667,Joseph,Joseph De Pace,"American, born 1954",American,North America,Americas,Male
19676,Island,Island Records,founded 1959,,,,
19746,Sam,Sam Samore,,,,,Male
19747,Adrian,Adrian Schiess,,,,,Male
19862,David,David Shrigley,"British, born 1968",British,Nothern Europe,Europe,Male
19882,Hans,Hans Weigand,"Austrian, born 1954",Austrian,Western Europe,Europe,Male
19962,Hans-Ulrich,Hans-Ulrich Obrist,"Swiss, born 1968",Swiss,Western Europe,Europe,Male
20080,Robert,Robert Blackburn,"American, 1920–2003",American,North America,Americas,Male
20354,Alfredo,Alfredo Boulton,"Venezuelan, 1908–1995",Venezuelan,South America,Americas,Male
20416,Jack,Jack Carver,,,,,Male
20503,Émile-René,Émile-René Ménard,"French, 1862–1930",French,Western Europe,Europe,
20631,Larry,Larry Mantello,"American, born 1964",American,North America,Americas,Male
20722,Royal,Royal College of Art,"UK, est. 1837",British,Nothern Europe,Europe,
20731,Hope,"Hope (Sufferance) Press, London",,,,,
20749,Paul,Paul E. Hultberg,"American, 1922–2005",American,North America,Americas,Male
20769,René,René Block,"German, born 1942",German,Western Europe,Europe,Male
20807,Roland,Roland Renrose,,,,,Male
20811,Congo,Congo (a Chimpanzee),"Nationality unknown, 1954–1965",Nationality unknown,,,
20813,Adrian,Adrian Nutbeam,,,,,Male
20904,Profil,"Profil Magazine, Vienna",,,,,
21088,Salvatore,"Salvatore Silkscreen Co., Inc.",,,,,
21199,AA,AA Bronson,"Canadian, born 1946",Canadian,North America,Americas,Male
21255,Fabric,"Fabric Frontline, Zürich",,,,,
21325,Michael,Michael Baldwin,"British, born 1945",British,Nothern Europe,Europe,Male
21348,Dave,Dave Eggers,,,,,Male
21398,George,George Maciunas,"American, born Lithuania. 1931–1978",American,North America,Americas,Male
21439,Issey,Issey Miyake,"Japanese, born 1938",Japanese,Eastern Asia,Asia,Male
21446,Jack,Jack Pierson,"American, born 1960",American,North America,Americas,Male
21447,Jim,Jim Hodges,"American, born 1957",American,North America,Americas,Male
21759,Atelier,"Atelier d'Arts Appliqués, Cannes, France",,,,,
21940,Kazuo,Kazuo Nakamura,"Canadian, 1926–2002",Canadian,North America,Americas,Male
22284,Masayuki,Masayuki Nagare,"Japanese, born 1923",Japanese,Eastern Asia,Asia,Male
22436,Natsuyuki,Natsuyuki Nakanishi,"Japanese, 1935–2016",Japanese,Eastern Asia,Asia,Male
22479,Ennio,Ennio Chiggio,"Italian, born 1937",Italian,Southern Europe,Europe,Male
22481,Manfredo,Manfredo Massironi,"Italian, 1937–2011",Italian,Southern Europe,Europe,Male
22498,Fratelli,"Fratelli Brambilla, Milan",,Italian,Southern Europe,Europe,
22501,Krystallglasmanufaktur,"Krystallglasmanufaktur Theresienthal Gmbh, Zweisel, Germany",,,,,
22504,Design,"Design Unit New York, New York, NY",,,,,
22512,G.,"G. Byrn Company, Copenhagen",Danish,Danish,Northern Europe,Europe,
22522,Veglia,"Veglia Borletti, Milan",,,,,
22527,L.M.,"L.M. Ericsson, Stockholm",,,,,
22528,ERCO,"ERCO Leuchten KG, Germany",,,,,
22529,"Phonola,","Phonola, Milan",,,,,
22530,Rosenthal,"Rosenthal AG, Germany",,,,,
22532,Kooperative,"Kooperative Förbundet (KF), Stockholm",,,,,
22533,International,"International Resistance Co., Philadelphia, PA",,,,,
22534,John,"John Hull Cutlers Corporation, New York, NY",,,,,
22535,Dansk,"Dansk International Designs, Ltd., Denmark",,,,,
22538,Arai,"Arai Helmet Ltd., Japan",,,,,
22542,Mathieu,Mathieu,,,,,
22546,Bell,Bell Telephone Laboratories,American,American,North America,Americas,
22547,Roger,Roger Riche,"French, born 1930",French,Western Europe,Europe,Male
22548,Raymond,Raymond Loewy Associates,est. 1944,American,North America,Americas,
22556,SHoP,SHoP Architects PC,"American, est. 1996",American,North America,Americas,
22557,Brian,Brian Alexander,"American, born 1963",American,North America,Americas,Male
22558,Haworth,"Haworth Inc., USA",,,,,
22559,Apple,Apple Industrial Design Group,American,American,North America,Americas,
22563,Harman,Harman Kardon Co.,"American, established 1953",American,North America,Americas,
22564,Teppo,Teppo Asikainen,"Finnish, born 1968",Finnish,Nothern Europe,Europe,Male
22565,Snowcrash,"Snowcrash AB, Sweden",,,,,
22566,Luigi,Luigi Baroli,"Italian, born 1951",Italian,Southern Europe,Europe,Male
22567,Baleri,Baleri Italia S.p.A.,,,,,
22568,Ayse,Ayse Birsel,"Turkish, born 1964",Turkish,Western Asia,Asia,Female
22569,Nick,Nick Butler,"British, born 1942",British,Nothern Europe,Europe,Male
22571,matali,matali crasset,"French, born 1965",French,Western Europe,Europe,Female
22572,"Sas/OO,","Sas/OO, France",,,,,
22573,Décolletage,Décolletage Plastique Design Team,"French, established 1945",French,Western Europe,Europe,
22574,Markus,Markus Nevalainen,"Finnish, born 1970",Finnish,Nothern Europe,Europe,Male
22575,Société,"Société Bic, France",,,,,
22576,Rick,Rick Galezowski,"Canadian, born 1954",Canadian,North America,Americas,Male
22577,Kari,Kari Sivonen,"Finnish, born 1969",Finnish,Nothern Europe,Europe,Female
22578,Teknion,"Teknion Inc., USA",,,,,
22579,Jens,Jens Risom,"American, 1916–2016",American,North America,Americas,Male
22580,Fritz,Fritz Haller,"Swiss, born 1924",Swiss,Western Europe,Europe,Male
22581,USM,"USM U. Schaerer Sons Inc., USA",,,,,
22582,Sam,Sam Hecht,"British, born 1969",British,Nothern Europe,Europe,Male
22583,Chris,Chris Chapman,"British, born 1964",British,Nothern Europe,Europe,Male
22584,David,David Sandbach,"British, born 1963",British,Nothern Europe,Europe,Male
22585,Electrotextiles,"Electrotextiles Co. (now ElekSen Ltd.), England",,,,,
22586,Vesa,Vesa Hinkola,"Finnish, born 1970",Finnish,Nothern Europe,Europe,
22587,Rane,Rane Vaskivuori,"Finnish, born 1967",Finnish,Nothern Europe,Europe,
22588,Jay,Jay Kyu Lee,"Korean, born 1964",Korean,Eastern Asia,Asia,Male
22589,Torchco,Torchco Ltd.,UK,British,Nothern Europe,Europe,
22590,Radice,"Radice Snc, Italy",,,,,
22591,Hajime,Hajime Sorayama,"Japanese, born 1947",Japanese,Eastern Asia,Asia,Male
22592,Albert,Albert Nagele,"American, born 1935",American,North America,Americas,Male
22593,"Motorola,","Motorola, England",,,,,
22594,Kimberly,Kimberly J. Holden,"American, born 1966",American,North America,Americas,Female
22595,Gregg,Gregg A. Pasquarelli,"American, born 1965",American,North America,Americas,Male
22596,Maarten,Maarten Van Severen,"Belgian, 1956–2005",Belgian,Western Europe,Europe,Male
22597,"TM,","TM, Belgium",,,,,
22598,Christopher,Christopher R. Sharples,"American, born 1963",American,North America,Americas,Male
22599,Mahakit,"Mahakit Rubber Co. Ltd., Thailand",,,,,
22614,Annelies,Annelies De Leede,Nationality unknown,Nationality unknown,,,
22617,Hani,Hani Rashid,"Canadian, born Egypt 1958",Canadian,North America,Americas,Male
22618,Lise,Lise Anne Couture,"Canadian, born 1959",Canadian,North America,Americas,Female
22621,Emil,Emil Roth,"Swiss, 1896–1980",Swiss,Western Europe,Europe,Male
22627,J.,J. S. Anderson,British,British,Nothern Europe,Europe,
22630,Marvin,Marvin E. Newman,"American, born 1927",American,North America,Americas,Male
22631,Hiroji,Hiroji Yamada,"Japanese, born 1906",Japanese,Eastern Asia,Asia,Male
22660,Ugo,Ugo Mulas,,,,,Male
22663,Carel,Carel Blazer,,,,,Female
22667,Nitto,"Nitto Seimo Co. Ltd., company design","Japanese, established 1910",Japanese,Eastern Asia,Asia,
22668,Toyo,Toyo Tire Cord Co. Ltd.,Japanese,Japanese,Eastern Asia,Asia,
22669,Franz,Franz Ackermann,"German, born 1963",German,Western Europe,Europe,Male
22672,Ingrid,Ingrid Calame,"American, born 1968",American,North America,Americas,Female
22676,Hendrik,Hendrik Van Keppel,"American, 1914–1980s",American,North America,Americas,Male
22677,Taylor,Taylor Green,"American, 1914–1990s",American,North America,Americas,Male
22683,Iran,Iran do Espírito Santo,"Brazilian, born 1963",Brazilian,South America,Americas,Male
22697,Brad,Brad Kahlhamer,"American, born 1956",American,North America,Americas,Male
22701,Olga,Olga De Amaral,"Colombian, born 1932",Colombian,South America,Americas,Female
22703,Friederike,Friederike Gross-Pietsche,,,,,Male
22704,Thomas,Thomas Gardner,,,,,Male
22705,Mark,Mark Janson,,,,,Male
22709,Joseph,Joseph Fenton,,,,,Male
22710,Suzanne,Suzanne Powadiuk,,,,,Female
22713,James,James Rosen,,,,,Male
22715,Laura,Laura Owens,"American, born 1970",American,North America,Americas,Female
22719,Manfred,Manfred Pernice,"German, born 1963",German,Western Europe,Europe,Male
22722,Alessandro,Alessandro Pessoli,"Italian, born 1963",Italian,Southern Europe,Europe,Male
22724,Shirazeh,Shirazeh Houshiary,"British and Iranian, born Iran 1955",British,Nothern Europe,Europe,Female
22731,Timothy,Timothy Wood,,,,,Male
22732,Peter,Peter Waldman,,,,,Male
22733,Peter,Peter Carl,,,,,Male
22734,Robert,Robert White,,,,,Male
22735,Christopher,Christopher Chimera,,,,,Male
22737,Dan,Dan Asher,"American, 1947–2010",American,North America,Americas,Male
22738,Nancy,Nancy Haynes,"American, born 1947",American,North America,Americas,Female
22739,David,David Jeffrey,"American, born 1956",American,North America,Americas,Male
22740,Linda,Linda Lynch,"American, born 1958",American,North America,Americas,Female
22744,Bruno,Bruno Rousselot,"French, born 1957",French,Western Europe,Europe,Male
22747,Mark,Mark Sheinkman,"American, born 1963",American,North America,Americas,Male
22750,Juul,Juul Kraijer,"Dutch, born 1970",Dutch,Western Europe,Europe,Male
22751,Chris,Chris Finley,"American, born 1971",American,North America,Americas,Male
22753,Richard,"Richard Meier & Partners, Architects",founded 1963,,,,
22754,Richard,"Richard Meier & Associates, Architects",founded 1963,,,,
22762,Romain,Romain Ruther,,,,,Male
22769,Guenther,Guenther,,,,,
22780,World,"World Pictures, Copenhagen",,,,,
22782,Kolatan,Kolatan / Mac Donald Studio,founded 1988,,,,
22783,Ayse,Ayse Sulan Kolatan,"American, born Turkey 1958",American,North America,Americas,
22785,Minsuk,Minsuk Cho,,,,,
22786,Ferda,Ferda Kolatan,,,,,
22787,Chiakai,Chiakai Yang,,,,,
22788,Anke,Anke Scheren,,,,,
22789,Michael,Michael Kennedy,,,,,Male
22790,George,George Grenier III,,,,,Male
22791,Joseph,Joseph Bula,,,,,Male
22792,Baine,Baine Gaiser,,,,,Male
22793,Patrick,Patrick Kane,,,,,Male
22794,Antonio,Antonio Palladino,,,,,Male
22795,Teresa,Teresa Chang,,,,,Female
22796,Gayle,Gayle Tsern,,,,,Female
22797,Long,Long Hair George Krausas,,,,,Male
22799,Development,Development and Resource Corp.,,,,,
22800,Hermann,Hermann Finsterlin,"German, 1887–1973",German,Western Europe,Europe,Male
22801,Charles,Charles Forberg,American,American,North America,Americas,Male
22810,Fred,Fred Taylor,,,,,Male
22816,Kahn,Kahn & Jacobs,,,,,
22825,Art,Art Zaaijer,"Dutch, born 1958",Dutch,Western Europe,Europe,Male
22826,Xaveer,Xaveer de Geijter,"Belgian, born 1957",Belgian,Western Europe,Europe,Male
22827,Georges,Georges Heinz,"French, born 1959",French,Western Europe,Europe,Male
22828,Heike,Heike Lohmann,"German, born 1960",German,Western Europe,Europe,Female
22829,Alex,Alex Wall,"American, born 1948",American,North America,Americas,Male
22830,Christophe,Christophe Cornubert,"American, born 1963",American,North America,Americas,Male
22831,Ramon,Ramon Klein,"American, born 1957",American,North America,Americas,Male
22836,Gro,Gro Bonesmo,"Norwegian, born 1963",Norwegian,Nothern Europe,Europe,Female
22837,Julien,Julien Monfort,"French, born 1968",French,Western Europe,Europe,Male
22838,Yo,Yo Yamagata,"Japanese, born 1962",Japanese,Eastern Asia,Asia,Male
22839,Jeanne,Jeanne Gang,"American, born 1964",American,North America,Americas,Female
22840,Chris,Chris Dondorp,"Dutch, born 1970",Dutch,Western Europe,Europe,Male
22843,Peter,Peter Rice (Ove Arup and Partners),,,,,Male
22844,Nikken,Nikken Sekkei Ltd.,,,,,
22845,Renzo,Renzo Piano Building Workshop,"Italian, established 1980",Italian,Southern Europe,Europe,
22846,Eisenman,"Eisenman Architects, New York",founded 1988,,,,
22847,Richard,Richard Rosson,,,,,Male
22848,Mark,Mark Wamble,"American, born 1959",American,North America,Americas,Male
22849,Gregory,Gregory Merryweather,,,,,Male
22850,Nazli,Nazli Gononsay,,,,,Male
22866,Mrs.,Mrs. Truus Schröder-Schräder,,,,,Female
22870,Laure,Laure Albin-Guillot,"French, 1878–1962",French,Western Europe,Europe,Female
22874,Joel,"Joel Sanders, Architect",,,,,
22875,Ernest,Ernest Guenzburger,,,,,Male
22876,Sean,Sean Keller,,,,,Male
22877,Dillon,Dillon Kyle,,,,,Male
22878,Cary,Cary Siress,,,,,
22884,Andrew,Andrew Zago,"American, born 1958",American,North America,Americas,Male
22891,Lucio,Lucio Costa,"Brazilian, born France. 1902–1998",Brazilian,South America,Americas,Male
22892,Carlos,Carlos Leão,,,,,Male
22893,Jorge,Jorge Machado Moreira,"Brazilian, 1904–1992",Brazilian,South America,Americas,Male
22894,Affonso,Affonso Eduardo Reidy,"Brazilian, born France. 1909–1964",Brazilian,South America,Americas,Male
22895,Ernani,Ernani Vasconcelos,,,,,Male
22897,Kevin,Kevin Roche,"Irish-American, 1922–2019",American,North America,Americas,Male
22898,John,John Dinkeloo,"American, 1918–1981",American,North America,Americas,Male
22899,Paul,Paul Schweikher,"American, 1903–1997",American,North America,Americas,Male
22900,Winston,Winston Elting,,,,,Male
22921,Franz,Franz Schulze,,,,,Male
22934,Mark,Mark Mills,"American, 1939–2010",American,North America,Americas,Male
22935,Matthew,Matthew Ritchie,"British, born 1964",British,Nothern Europe,Europe,Male
22936,Darren,Darren Almond,"British, born 1971",British,Nothern Europe,Europe,Male
22938,Jørn,Jørn Utzon,"Danish, 1918–2008",Danish,Northern Europe,Europe,Male
22939,Jim,Jim Lambie,"Scottish, born 1964",Scottish,Nothern Europe,Europe,Male
22941,Acharya,Acharya Vyakul,"Indian, 1930–2000",Indian,Southern Asia,Asia,Male
22945,William,William Sharples,"American, born 1963",American,North America,Americas,Male
22950,Max,Max Lenz,"Swiss, born 1918",Swiss,Western Europe,Europe,Male
22953,George,George Krikorian,"American, 1914–1977",American,North America,Americas,Male
22955,David,David Walter Beck,"American, 1915–2001",American,North America,Americas,Male
22956,Martec,"Martec Engineering Corp., Long Beach, CA",,,,,
22959,Nason,Nason & Moretti Studio,Italian,Italian,Southern Europe,Europe,
22960,Symanka,"Symanka Karbaum/Scharf Hagelbergerstr, Berlin",German,German,Western Europe,Europe,
22961,H.E.,"H.E. Lauffer Co., Inc., West Germany (now Germany)",German,German,Western Europe,Europe,
22971,Laylah,Laylah Ali,"American, born 1968",American,North America,Americas,Female
22972,Davor,Davor Vrankic,"Croatian, born 1965",Croatian,Southern Europe,Europe,Male
22974,Mendell,Mendell & Oberer,"German, founded 1961",German,Western Europe,Europe,
22975,Klaus,Klaus Oberer,"Swiss, born 1937",Swiss,Western Europe,Europe,Male
22980,Mark,Mark Lombardi,"American, 1951–2000",American,North America,Americas,Male
22982,Eugen,Eugen Kirchner,"German, 1865–1938",German,Western Europe,Europe,Male
22983,Tacita,Tacita Dean,"British, born 1965",British,Nothern Europe,Europe,Female
22989,William,William H. Johnson,"American, 1901–1970",American,North America,Americas,Male
22997,Ibrahim,Ibrahim Miranda,"Cuban, born 1969",Cuban,Caribbean,Americas,Male
22999,Sarah,Sarah Morris,"American, born 1967",American,North America,Americas,Female
23001,Pravosudovich,Pravosudovich,,,,,
23005,James,James Siena,"American, born 1957",American,North America,Americas,Male
23007,Jessica,Jessica Stockholder,"American, born 1959",American,North America,Americas,Female
23016,Ken,Ken Lum,"Canadian, born 1956",Canadian,North America,Americas,Male
23025,Barbara,Barbara Ambrosz,"Austrian, born 1972",Austrian,Western Europe,Europe,Female
23026,Glasatelier,"Glasatelier Steinschoenau, Austria",Austrian,Austrian,Western Europe,Europe,
23028,Tibor,Tibor Kalman,"American, born Hungary. 1949–1999",American,North America,Americas,Male
23029,M,M & Co Labs,,,,,
23035,Iittala,"Iittala Lasitehdas, Finland",,,,,
23036,"XO,","XO, France",,,,,
23039,Senken,"Senken Co. Ltd., Fukui, Japan",,,,,
23044,Studio,Studio Gruppo 14,Italian,Italian,Southern Europe,Europe,
23047,Fisher-Price,"Fisher-Price Toys Inc., East Aurora, NY",,American,North America,Americas,
23048,Rosendahl,"Rosendahl A/S, Lyngby, Denmark",,,,,
23052,Anthony,Anthony Maglica,"American, born 1930",American,North America,Americas,Male
23053,Mag,"Mag Instrument, Inc., Ontario, CA",est. 1955,American,North America,Americas,
23054,Ranton,"Ranton & Co., United Kingdom",,,,,
23055,Carl,Carl Hugo Pott,"German, 1906–1985",German,Western Europe,Europe,Male
